Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,0%,25%,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/executeservice/execute/execute/8177ac5a-61ac-42f4-83f4-bd7b394d0531,3,0,810,869.1880622257789,698.2223894447088,1102.640480734408,51.0,0.025159714164692818,0.0,700,700,810,810,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/v1/executeservice/execute/execute/d3c91694-d5b8-424c-9974-e14c89226e49,1,0,1103.3209804445505,1103.3209804445505,1103.3209804445505,1103.3209804445505,51.0,0.00838657138823094,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
GET,/api/v1/foodservice/foods/2021-07-14/Shang%20Hai/Su%20Zhou/D1345,6,0,15000,13715.086551538358,4723.5014997422695,18013.931648805737,1090.0,0.050319428329385636,0.0,4700,11000,16000,16000,17000,17000,18000,18000,18000,18000,18000,18000,18000
POST,/api/v1/inside_pay_service/inside_payment,259,0,930,1082.307683537682,16.48587081581354,9478.84638234973,71.9073359073359,2.172121989551813,0.0,16,500,930,1200,1400,1600,2100,2500,3100,3200,9500,9500,9500
POST,/api/v1/orderOtherService/orderOther/refresh,53,0,2300,2923.336147418562,195.73795422911644,9009.145492687821,408.0,0.44448828357623976,0.0,200,1500,2300,3200,4000,4600,5900,7300,7500,9000,9000,9000,9000
POST,/api/v1/orderservice/order/refresh,53,0,19000,16062.663475121812,907.2983246296644,29308.12371056527,1314.0,0.44448828357623976,0.0,910,13000,19000,20000,21000,22000,24000,25000,27000,29000,29000,29000,29000
POST,/api/v1/rebookservice/rebook,37,0,700,859.6616134399901,17.93130300939083,3696.969018317759,90.72972972972973,0.31030314136454473,0.0,18,500,700,1000,1100,1200,1400,3000,3700,3700,3700,3700,3700
GET,/api/v1/routeservice/routes/92708982-77af-4318-be25-57ccb0ff69ad,8,8,4,5.473152734339237,2.9800022020936012,10.630827397108078,175.0,0.06709257110584751,0.06709257110584751,3,4,4,7,7,7,11,11,11,11,11,11,11
POST,/api/v1/travel2service/trips/left,4,3,60000,58827.294572256505,55292.38883778453,60006.6405814141,227.75,0.03354628555292376,0.025159714164692818,55000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelplanservice/travelPlan/quickest,4,4,60003.69095057249,60005.82531816326,60003.69095057249,60007.12018087506,189.0,0.03354628555292376,0.03354628555292376,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left,1,1,60004.239226691425,60004.239226691425,60004.239226691425,60004.239226691425,189.0,0.00838657138823094,0.00838657138823094,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
POST,/api/v1/travelservice/trips/left_parallel,14,14,72,607.8179437401039,9.321054443717003,3575.1583091914654,245.0,0.11741199943523314,0.11741199943523314,9,15,170,240,470,960,2700,3600,3600,3600,3600,3600,3600
POST,/api/v1/users/login,123,4,38000,38895.18153306279,7655.546462163329,71214.0581002459,375.2520325203252,1.0315482807524055,0.03354628555292376,7700,29000,38000,48000,51000,52000,57000,60000,64000,67000,71000,71000,71000
,Aggregated,602,34,1600,11517.232730927448,2.9800022020936012,71214.0581002459,310.19767441860466,5.048715975715026,0.2851434271998519,3,700,1700,5100,19000,24000,43000,53000,60000,60000,71000,71000,71000
